 17625600. 0.00454910  0.01364972  0.02729996  0.05459992  0.10919979  0.21839958  0.48229962  0.78259977  1.83819996  3.40340001  
 17798400. 0.00454910  0.01364972  0.02729996  0.05459992  0.10919979  0.21839958  0.48229962  0.78259977  1.83819996  3.40340001  
 17971200. 0.00454910  0.01364972  0.02729996  0.05459992  0.10919979  0.21839958  0.48229962  0.78259977  1.83819996  3.40340001  
 18144000. 0.00454910  0.01364972  0.02729996  0.05459992  0.10919979  0.21839958  0.48229962  0.78259977  1.83819996  3.40340001  
 18316800. 0.00454910  0.01364972  0.02729996  0.05459992  0.10919979  0.21839958  0.48229962  0.78259977  1.83819996  3.40340001  
 18489600. 0.00454910  0.01364972  0.02729996  0.05459992  0.10919979  0.21839958  0.48229962  0.78259977  1.83819996  3.40340001  
 18662400. 0.00454910  0.01364972  0.02729996  0.05459992  0.10919979  0.21839958  0.48229962  0.78259977  1.83819996  3.40340001  
 18835200. 0.00454910  0.01364972  0.02729996  0.05459992  0.10919979  0.21839958  0.48229962  0.78259977  1.83819996  3.40340001  
 19008000. 0.00454910  0.01364972  0.02729996  0.05459992  0.10919979  0.21839958  0.48229962  0.78259977  1.83819996  3.40340001  
 19180800. 0.00454910  0.01364972  0.02729996  0.05459992  0.10919979  0.21839958  0.48229962  0.78259977  1.83819996  3.40340001  
 19353600. 0.00454910  0.01364972  0.02729996  0.05459992  0.10919979  0.21839958  0.48229962  0.78259977  1.83819996  3.40340001  
 19526400. 0.00454910  0.01364972  0.02729996  0.05459992  0.10919979  0.21839958  0.48229962  0.78259977  1.83819996  3.40340001  
 19699200. 0.00454910  0.01364972  0.02729996  0.05459992  0.10919979  0.21839958  0.48229962  0.78259977  1.83819996  3.40340001  
 19872000. 0.00454910  0.01364972  0.02729996  0.05459992  0.10919979  0.21839958  0.48229962  0.78259977  1.83819996  3.40340001  
 20044800. 0.00454910  0.01364972  0.02729996  0.05459992  0.10919979  0.21839958  0.48229962  0.78259977  1.83819996  3.40340001  
 20217600. 0.00454910  0.01364972  0.02729996  0.05459992  0.10919979  0.21839958  0.48229962  0.78259977  1.83819996  3.40340001  
 20390400. 0.00454910  0.01364972  0.02729996  0.05459992  0.10919979  0.21839958  0.48229962  0.78259977  1.83819996  3.40340001  
 20563200. 0.00454910  0.01364972  0.02729996  0.05459992  0.10919979  0.21839958  0.48229962  0.78259977  1.83819996  3.40340001  
 20736000. 0.00454910  0.01364972  0.02729996  0.05459992  0.10919979  0.21839958  0.48229962  0.78259977  1.83819996  3.40340001  
 20908800. 0.00454910  0.01364972  0.02729996  0.05459992  0.10919979  0.21839958  0.48229962  0.78259977  1.83819996  3.40340001  
 21081600. 0.00454910  0.01364972  0.02729996  0.05459992  0.10919979  0.21839958  0.48229962  0.78259977  1.83819996  3.40340001  
 21254400. 0.00454910  0.01364972  0.02729996  0.05459992  0.10919979  0.21839958  0.48229962  0.78259977  1.83819996  3.40340001  
 21427200. 0.00454910  0.01364972  0.02729996  0.05459992  0.10919979  0.21839958  0.48229962  0.78259977  1.83819996  3.40340001  
 21600000. 0.00454910  0.01364972  0.02729996  0.05459992  0.10919979  0.21839958  0.48229962  0.78259977  1.83819996  3.40340001  
 21772800. 0.00454910  0.01364972  0.02729996  0.05459992  0.10919979  0.21839958  0.48229962  0.78259977  1.83819996  3.40340001  
 21945600. 0.00454910  0.01364972  0.02729996  0.05459992  0.10919979  0.21839958  0.48229962  0.78259977  1.83819996  3.40340001  
 22118400. 0.00454910  0.01364972  0.02729996  0.05459992  0.10919979  0.21839958  0.48229962  0.78259977  1.83819996  3.40340001  
 22291200. 0.00454910  0.01364972  0.02729996  0.05459992  0.10919979  0.21839958  0.48229962  0.78259977  1.83819996  3.40340001  
 22464000. 0.00454910  0.01364972  0.02729996  0.05459992  0.10919979  0.21839958  0.48229962  0.78259977  1.83819996  3.40340001  
 22636800. 0.00454910  0.01364972  0.02729996  0.05459992  0.10919979  0.21839958  0.48229962  0.78259977  1.83819996  3.40340001  
 22809600. 0.00454910  0.01364972  0.02729996  0.05459992  0.10919979  0.21839958  0.48229962  0.78259977  1.83819996  3.40340001  
 22982400. 0.00454910  0.01364972  0.02729996  0.05459992  0.10919979  0.21839958  0.48229962  0.78259977  1.83819996  3.40340001  
 23155200. 0.00454910  0.01364972  0.02729996  0.05459992  0.10919979  0.21839958  0.48229962  0.78259977  1.83819996  3.40340001  
 23328000. 0.00454910  0.01364972  0.02729996  0.05459992  0.10919979  0.21839958  0.48229962  0.78259977  1.83819996  3.40340001  
 23500800. 0.00454910  0.01364972  0.02729996  0.05459992  0.10919979  0.21839958  0.48229962  0.78259977  1.83819996  3.40340001  
 23673600. 0.00454910  0.01364972  0.02729996  0.05459992  0.10919979  0.21839958  0.48229962  0.78259977  1.83819996  3.40340001  
 23846400. 0.00454910  0.01364972  0.02729996  0.05459992  0.10919979  0.21839958  0.48229962  0.78259977  1.83819996  3.40340001  
 24019200. 0.00454910  0.01364972  0.02729996  0.05459992  0.10919979  0.21839958  0.48229962  0.78259977  1.83819996  3.40340001  
 24192000. 0.00454861  0.01364955  0.02729993  0.05459990  0.10919977  0.21839958  0.48229962  0.78259977  1.83819996  3.40340001  
 24364800. 0.00371894  0.01138242  0.02420143  0.05457777  0.10919974  0.21839958  0.48229962  0.78259977  1.83819996  3.40340001  
 24537600. 0.00356891  0.01085072  0.02248397  0.05086593  0.10919540  0.21839958  0.48229962  0.78259977  1.83819996  3.40340001  
 24710400. 0.00347404  0.01053041  0.02160801  0.04619073  0.10918993  0.21839958  0.48229962  0.78259977  1.83819996  3.40340001  
 24883200. 0.00337553  0.01020848  0.02082225  0.04362183  0.10711034  0.21839903  0.48229962  0.78259977  1.83819996  3.40340001  
 25056000. 0.00336306  0.01016812  0.02072474  0.04331370  0.10192729  0.21839765  0.48229962  0.78259977  1.83819996  3.40340001  
 25228800. 0.00334171  0.01009930  0.02056037  0.04281256  0.09722925  0.21839640  0.48229962  0.78259977  1.83819996  3.40340001  
 25401600. 0.00331129  0.01000180  0.02033111  0.04214483  0.09295027  0.21839526  0.48229962  0.78259977  1.83819996  3.40340001  
 25574400. 0.00327188  0.00987627  0.02004113  0.04134000  0.08902070  0.21839422  0.48229962  0.78259977  1.83819996  3.40340001  
 25747200. 0.00322371  0.00972398  0.01969590  0.04042772  0.08540691  0.21836065  0.48229961  0.78259977  1.83819996  3.40340001  
 25920000. 0.00319128  0.00962254  0.01947816  0.03996243  0.08460730  0.21509553  0.48229940  0.78259977  1.83819996  3.40340001  
 26092800. 0.00318483  0.00960243  0.01943555  0.03987495  0.08445443  0.21067711  0.48229912  0.78259977  1.83819996  3.40340001  
 26265600. 0.00318154  0.00959214  0.01941294  0.03982003  0.08427859  0.20637122  0.48229884  0.78259977  1.83819996  3.40340001  
 26438400. 0.00317765  0.00957995  0.01938595  0.03975229  0.08404648  0.20228689  0.48229857  0.78259977  1.83819996  3.40340001  
 26611200. 0.00317266  0.00956435  0.01935147  0.03966636  0.08375809  0.19842298  0.48229832  0.78259977  1.83819996  3.40340001  
 26784000. 0.00316656  0.00954527  0.01930941  0.03956248  0.08341805  0.19476313  0.48229808  0.78259977  1.83819996  3.40340001  
 26956800. 0.00315937  0.00952281  0.01926006  0.03944160  0.08303137  0.19128966  0.48229786  0.78259977  1.83819996  3.40340001  
 27129600. 0.00315113  0.00949710  0.01920374  0.03930468  0.08260277  0.18798575  0.48229764  0.78259977  1.83819996  3.40340001  
 27302400. 0.00314188  0.00946825  0.01914070  0.03915259  0.08213660  0.18483581  0.48229744  0.78259977  1.83819996  3.40340001  
 27475200. 0.00313163  0.00943634  0.01907120  0.03898615  0.08163684  0.18182551  0.48229724  0.78259977  1.83819996  3.40340001  
 27648000. 0.00312041  0.00940144  0.01899543  0.03880609  0.08110708  0.17894174  0.48229706  0.78259977  1.83819996  3.40340001  
 27820800. 0.00310824  0.00936363  0.01891360  0.03861309  0.08055063  0.17617258  0.48229688  0.78259977  1.83819996  3.40340001  
 27993600. 0.00309513  0.00932297  0.01882588  0.03840782  0.07997044  0.17350719  0.48229671  0.78259977  1.83819996  3.40340001  
 28166400. 0.00308112  0.00927959  0.01873266  0.03819150  0.07937289  0.17102164  0.48220561  0.78259976  1.83819996  3.40340000  
 28339200. 0.00306727  0.00923678  0.01864162  0.03798861  0.07889145  0.16998424  0.48092649  0.78259973  1.83819988  3.40339986  
 28512000. 0.00305668  0.00920412  0.01857292  0.03784215  0.07859280  0.16958688  0.47876802  0.78259968  1.83819975  3.40339962  
 28684800. 0.00304948  0.00918192  0.01852645  0.03774446  0.07840234  0.16935339  0.47629250  0.78259961  1.83819960  3.40339934  
 28857600. 0.00304463  0.00916700  0.01849523  0.03767897  0.07827467  0.16918041  0.47367983  0.78259955  1.83819945  3.40339905  
 29030400. 0.00304129  0.00915671  0.01847369  0.03763359  0.07818415  0.16903433  0.47101183  0.78259948  1.83819928  3.40339876  
 29203200. 0.00303887  0.00914927  0.01845810  0.03760051  0.07811565  0.16890014  0.46833279  0.78259941  1.83819912  3.40339846  
 29376000. 0.00303702  0.00914357  0.01844613  0.03757481  0.07805997  0.16876986  0.46566839  0.78259934  1.83819896  3.40339816  
 29548800. 0.00303550  0.00913888  0.01843627  0.03755342  0.07801143  0.16863890  0.46303381  0.78259927  1.83819881  3.40339787  
 29721600. 0.00303416  0.00913477  0.01842759  0.03753438  0.07796650  0.16850454  0.46043793  0.78259921  1.83819865  3.40339758  
 29894400. 0.00303292  0.00913094  0.01841950  0.03751648  0.07792294  0.16836522  0.45788582  0.78259914  1.83819850  3.40339730  
 30067200. 0.00303171  0.00912722  0.01841162  0.03749894  0.07787938  0.16822001  0.45538010  0.78259908  1.83819835  3.40339702  
 30240000. 0.00303050  0.00912348  0.01840371  0.03748127  0.07783495  0.16806846  0.45292192  0.78259901  1.83819820  3.40339674  
 30412800. 0.00302926  0.00911966  0.01839562  0.03746316  0.07778912  0.16791036  0.45051148  0.78259895  1.83819805  3.40339647  
 30585600. 0.00302798  0.00911571  0.01838726  0.03744443  0.07774156  0.16774568  0.44814835  0.78259889  1.83819791  3.40339621  
 30758400. 0.00302665  0.00911161  0.01837858  0.03742497  0.07769209  0.16757449  0.44583177  0.78259883  1.83819777  3.40339595  
 30931200. 0.00302526  0.00910734  0.01836953  0.03740470  0.07764062  0.16739694  0.44356074  0.78259878  1.83819764  3.40339570  
 31104000. 0.00302381  0.00910288  0.01836010  0.03738358  0.07758708  0.16721321  0.44133412  0.78259872  1.83819750  3.40339545  
 31276800. 0.00302230  0.00909824  0.01835027  0.03736161  0.07753148  0.16702351  0.43915072  0.78259866  1.83819737  3.40339521  
 31449600. 0.00302073  0.00909341  0.01834006  0.03733878  0.07747383  0.16682804  0.43700929  0.78259861  1.83819724  3.40339497  
 31622400. 0.00301910  0.00908839  0.01832944  0.03731508  0.07741414  0.16662704  0.43490860  0.78259855  1.83819712  3.40339474  
 31795200. 0.00301741  0.00908318  0.01831844  0.03729053  0.07735246  0.16642072  0.43284741  0.78259850  1.83819699  3.40339451  
 31968000. 0.00301566  0.00907779  0.01830704  0.03726513  0.07728881  0.16620930  0.43082450  0.78259845  1.83819687  3.40339428  
 32140800. 0.00301385  0.00907221  0.01829526  0.03723890  0.07722324  0.16599298  0.42883869  0.78259840  1.83819675  3.40339406  
 32313600. 0.00301197  0.00906645  0.01828309  0.03721185  0.07715579  0.16577197  0.42688881  0.78259835  1.83819663  3.40339385  
 32486400. 0.00301004  0.00906051  0.01827055  0.03718399  0.07708650  0.16554647  0.42497375  0.78259830  1.83819652  3.40339363  
 32659200. 0.00300805  0.00905438  0.01825764  0.03715533  0.07701540  0.16531667  0.42309240  0.78259825  1.83819641  3.40339342  
 32832000. 0.00300600  0.00904808  0.01824436  0.03712588  0.07694254  0.16508274  0.42124370  0.78259820  1.83819629  3.40339322  
 33004800. 0.00300389  0.00904161  0.01823071  0.03709565  0.07686794  0.16484487  0.41942664  0.78259816  1.83819619  3.40339302  
 33177600. 0.00300173  0.00903496  0.01821670  0.03706466  0.07679165  0.16460321  0.41764020  0.78259811  1.83819608  3.40339282  
 33350400. 0.00299951  0.00902814  0.01820234  0.03703292  0.07671370  0.16435793  0.41588345  0.78259807  1.83819597  3.40339262  
 33523200. 0.00299724  0.00902115  0.01818763  0.03700043  0.07663412  0.16410917  0.41415545  0.78259802  1.83819587  3.40339243  
 33696000. 0.00299491  0.00901399  0.01817257  0.03696721  0.07655294  0.16385709  0.41245529  0.78259798  1.83819577  3.40339224  
 33868800. 0.00299252  0.00900667  0.01815716  0.03693326  0.07647020  0.16360183  0.41078213  0.78259794  1.83819567  3.40339205  
 34041600. 0.00299008  0.00899917  0.01814141  0.03689859  0.07638591  0.16334351  0.40913512  0.78259789  1.83819557  3.40339187  
 34214400. 0.00298759  0.00899151  0.01812532  0.03686321  0.07630011  0.16308226  0.40751345  0.78259785  1.83819547  3.40339169  
 34387200. 0.00298504  0.00898369  0.01810890  0.03682715  0.07621303  0.16282102  0.40591249  0.78259808  1.83819600  3.40339268  
 34560000. 0.00298244  0.00897573  0.01809218  0.03679046  0.07612444  0.16255278  0.40434047  0.78259804  1.83819592  3.40339252  
 34732800. 0.00297979  0.00896758  0.01807509  0.03675301  0.07603424  0.16228408  0.40289043  0.78249701  1.83795860  3.40295314  
 34905600. 0.00297709  0.00895931  0.01805775  0.03671514  0.07594443  0.16203455  0.40198560  0.78231998  1.83754280  3.40218328  
 35078400. 0.00297443  0.00895113  0.01804066  0.03667815  0.07585964  0.16182358  0.40142795  0.78193678  1.83664271  3.40051677  
 35251200. 0.00297190  0.00894338  0.01802448  0.03664344  0.07578233  0.16164582  0.40101873  0.78136181  1.83529220  3.39801633  
 35424000. 0.00296957  0.00893624  0.01800960  0.03661172  0.07571308  0.16149516  0.40070479  0.78065276  1.83362677  3.39493281  
 35596800. 0.00296746  0.00892978  0.01799617  0.03658319  0.07565166  0.16136661  0.40045352  0.77984729  1.83173485  3.39142996  
 35769600. 0.00296558  0.00892402  0.01798418  0.03655779  0.07559749  0.16125611  0.40024441  0.77897077  1.82967604  3.38761809  
 35942400. 0.00296391  0.00891890  0.01797355  0.03653531  0.07554983  0.16116043  0.40006430  0.77804081  1.82749170  3.38357383  
