        0. 0.00000000 -.00003501
   172800. 0.00000000 -.30250678
   345600. 0.00000000 -.30250678
   518400. 0.00000000 -.30250678
   691200. 0.00000000 -.30250678
   864000. 0.00000000 -.30250678
  1036800. 0.00000000 -.30250678
  1209600. 0.00000000 -.30250678
  1382400. 0.00000000 -.30250678
  1555200. 0.00000000 -.30250678
  1728000. 0.00000000 -.30250678
  1900800. 0.00000000 -.30250678
  2073600. 0.00000000 -.30250678
  2246400. 0.00000000 -.30250678
  2419200. 0.00000000 -.30250678
  2592000. 0.00000000 -.30250678
  2764800. 0.00000000 -.30250678
  2937600. 0.00000000 -.30250678
  3110400. 0.00000000 -.30250678
  3283200. 0.00000000 -.30250678
  3456000. 0.00000000 -.30250678
  3628800. 0.00000000 -.93323508
  3801600. 0.00000000 **********
  3974400. 0.00000000 **********
  4147200. 0.00000000 **********
  4320000. 0.00000000 **********
  4492800. 0.00000000 **********
  4665600. 0.00000000 **********
  4838400. 0.00000000 **********
  5011200. 0.00000000 **********
  5184000. 0.00000000 **********
  5356800. 0.00000000 **********
  5529600. 0.00000000 **********
  5702400. 0.00000000 **********
  5875200. 0.00000000 **********
  6048000. 0.00000000 **********
  6220800. 0.00000000 **********
  6393600. 0.00000000 **********
  6566400. 0.00000000 **********
  6739200. 0.00000000 **********
  6912000. ********** **********
  7084800. ********** **********
  7257600. ********** **********
  7430400. ********** **********
  7603200. ********** **********
  7776000. ********** **********
  7948800. ********** **********
  8121600. ********** **********
  8294400. ********** **********
  8467200. ********** **********
  8640000. ********** **********
  8812800. ********** **********
  8985600. ********** **********
  9158400. ********** **********
  9331200. ********** **********
  9504000. ********** **********
  9676800. ********** **********
  9849600. ********** **********
 10022400. ********** **********
 10195200. ********** **********
 10368000. ********** **********
 10540800. ********** **********
 10713600. ********** **********
 10886400. ********** **********
 11059200. ********** **********
 11232000. ********** **********
 11404800. ********** **********
 11577600. ********** **********
 11750400. ********** **********
 11923200. ********** **********
 12096000. ********** **********
 12268800. ********** **********
 12441600. ********** **********
 12614400. ********** **********
 12787200. ********** **********
 12960000. ********** **********
 13132800. ********** **********
 13305600. ********** **********
 13478400. ********** **********
 13651200. ********** **********
 13824000. ********** **********
 13996800. ********** **********
 14169600. ********** **********
 14342400. ********** **********
 14515200. ********** **********
 14688000. ********** **********
 14860800. ********** **********
 15033600. ********** **********
 15206400. ********** **********
 15379200. ********** **********
 15552000. ********** **********
 15724800. ********** **********
 15897600. ********** **********
 16070400. ********** **********
 16243200. ********** **********
 16416000. ********** **********
 16588800. ********** **********
 16761600. ********** **********
 16934400. ********** **********
 17107200. ********** **********
 17280000. ********** **********
 17452800. ********** **********
 17625600. ********** **********
 17798400. ********** **********
 17971200. ********** **********
 18144000. ********** **********
 18316800. ********** **********
 18489600. ********** **********
 18662400. ********** **********
 18835200. ********** **********
 19008000. ********** **********
 19180800. ********** **********
 19353600. ********** **********
 19526400. ********** **********
 19699200. ********** **********
 19872000. ********** **********
 20044800. ********** **********
 20217600. ********** **********
 20390400. ********** **********
 20563200. ********** **********
 20736000. ********** **********
 20908800. ********** **********
 21081600. ********** **********
 21254400. ********** **********
 21427200. ********** **********
 21600000. ********** **********
 21772800. ********** **********
 21945600. ********** **********
 22118400. ********** **********
 22291200. ********** **********
 22464000. ********** **********
 22636800. ********** **********
 22809600. ********** **********
 22982400. ********** **********
 23155200. ********** **********
 23328000. ********** **********
 23500800. ********** **********
 23673600. ********** **********
 23846400. ********** **********
 24019200. ********** **********
 24192000. ********** **********
 24364800. 0.00000000 **********
 24537600. 0.00000000 **********
 24710400. 0.00000000 **********
 24883200. 0.00000000 **********
 25056000. 0.00000000 **********
 25228800. 0.00000000 **********
 25401600. 0.00000000 **********
 25574400. 0.00000000 **********
 25747200. 0.00000000 **********
 25920000. 0.00000000 **********
 26092800. 0.00000000 **********
 26265600. 0.00000000 **********
 26438400. 0.00000000 **********
 26611200. 0.00000000 **********
 26784000. 0.00000000 **********
 26956800. 0.00000000 **********
 27129600. 0.00000000 **********
 27302400. 0.00000000 **********
 27475200. 0.00000000 **********
 27648000. 0.00000000 **********
 27820800. 0.00000000 **********
 27993600. 0.00000000 **********
 28166400. 0.00000000 **********
 28339200. 0.00000000 **********
 28512000. 0.00000000 **********
 28684800. 0.00000000 **********
 28857600. 0.00000000 **********
 29030400. 0.00000000 **********
 29203200. 0.00000000 **********
 29376000. 0.00000000 **********
 29548800. 0.00000000 **********
 29721600. 0.00000000 **********
 29894400. 0.00000000 **********
 30067200. 0.00000000 **********
 30240000. 0.00000000 **********
 30412800. 0.00000000 **********
 30585600. 0.00000000 **********
 30758400. 0.00000000 **********
 30931200. 0.00000000 **********
 31104000. 0.00000000 **********
 31276800. 0.00000000 **********
 31449600. 0.00000000 **********
 31622400. 0.00000000 **********
 31795200. 0.00000000 **********
 31968000. 0.00000000 **********
 32140800. 0.00000000 **********
 32313600. 0.00000000 **********
 32486400. 0.00000000 **********
 32659200. 0.00000000 **********
 32832000. 0.00000000 **********
 33004800. 0.00000000 **********
 33177600. 0.00000000 **********
 33350400. 0.00000000 **********
 33523200. 0.00000000 **********
 33696000. 0.00000000 **********
 33868800. 0.00000000 **********
 34041600. 0.00000000 **********
 34214400. 0.00000000 **********
 34387200. 0.00000000 **********
 34560000. 0.00000000 **********
 34732800. 0.00000000 **********
 34905600. 0.00000000 **********
 35078400. 0.00000000 **********
 35251200. 0.00000000 **********
 35424000. 0.00000000 **********
 35596800. 0.00000000 **********
 35769600. 0.00000000 **********
 35942400. 0.00000000 **********
 36115200. 0.00000000 **********
 36288000. 0.00000000 **********
 36460800. 0.00000000 **********
 36633600. 0.00000000 **********
 36806400. 0.00000000 **********
 36979200. 0.00000000 **********
 37152000. 0.00000000 **********
 37324800. 0.00000000 **********
 37497600. 0.00000000 **********
 37670400. 0.00000000 **********
 37843200. 0.00000000 **********
 38016000. 0.00000000 **********
 38188800. 0.00000000 **********
 38361600. 0.00000000 **********
 38534400. 0.00000000 **********
 38707200. 0.00000000 **********
 38880000. 0.00000000 **********
 39052800. 0.00000000 **********
 39225600. 0.00000000 **********
 39398400. 0.00000000 **********
 39571200. 0.00000000 **********
 39744000. 0.00000000 **********
 39916800. 0.00000000 **********
 40089600. 0.00000000 **********
 40262400. 0.00000000 **********
 40435200. 0.00000000 **********
 40608000. 0.00000000 **********
 40780800. 0.00000000 **********
 40953600. 0.00000000 **********
 41126400. 0.00000000 **********
 41299200. 0.00000000 **********
 41472000. 0.00000000 **********
 41644800. 0.00000000 **********
 41817600. 0.00000000 **********
 41990400. 0.00000000 **********
 42163200. 0.00000000 **********
 42336000. 0.00000000 **********
 42508800. 0.00000000 **********
 42681600. 0.00000000 **********
 42854400. 0.00000000 **********
 43027200. 0.00000000 **********
 43200000. 0.00000000 **********
 43372800. 0.00000000 **********
 43545600. 0.00000000 **********
 43718400. 0.00000000 **********
 43891200. 0.00000000 **********
 44064000. 0.00000000 **********
 44236800. 0.00000000 **********
 44409600. 0.00000000 **********
 44582400. 0.00000000 **********
 44755200. 0.00000000 **********
 44928000. 0.00000000 **********
 45100800. 0.00000000 **********
 45273600. 0.00000000 **********
 45446400. 0.00000000 **********
 45619200. 0.00000000 **********
 45792000. 0.00000000 -.30250678
 45964800. 0.00000000 -.30250678
 46137600. 0.00000000 -.30250678
 46310400. 0.00000000 -.30250678
 46483200. 0.00000000 -.30250678
 46656000. 0.00000000 -.30250678
 46828800. 0.00000000 -.30250678
 47001600. 0.00000000 -.30250678
 47174400. 0.00000000 -.30250678
 47347200. 0.00000000 -.30250678
 47520000. 0.00000000 -.30250678
 47692800. 0.00000000 -.30250678
 47865600. 0.00000000 -.30250678
 48038400. 0.00000000 -.30250678
 48211200. 0.00000000 -.30250678
 48384000. 0.00000000 -.30250678
